,Unnamed: 0,Tweet,StopwordRemoval,Casefolding,Normalize,RemoveEmoticon,Stemming,HasilPreprocess,HasilProcess_lr,HasilProcess_svm,HasilProcess_dt,HasilProcess_nb,HasilProcess_stacking
685,685,#IKLANAHOKJAHAT AHOK MENCIPTAKAN BARA API ANTARA RAKYAT PRIBUMI DENGAN TIONGHOA YG DIBALUT DENGAN PHOBIA.... AHOK KAFIR RASIS...,#IKLANAHOKJAHAT AHOK MENCIPTAKAN BARA API ANTARA RAKYAT PRIBUMI DENGAN TIONGHOA YG DIBALUT DENGAN PHOBIA.... AHOK KAFIR RASIS...,#iklanahokjahat ahok menciptakan bara api antara rakyat pribumi dengan tionghoa yg dibalut dengan phobia.... ahok kafir rasis...,#IKLANAHOKJAHAT AHOK MENCIPTAKAN BARA API ANTARA RAKYAT PRIBUMI DENGAN TIONGHOA YG DIBALUT DENGAN PHOBIA.... AHOK KAFIR RASIS...,#IKLANAHOKJAHAT AHOK MENCIPTAKAN BARA API ANTARA RAKYAT PRIBUMI DENGAN TIONGHOA YG DIBALUT DENGAN PHOBIA.... AHOK KAFIR RASIS...,iklanahokjahat ahok cipta bara api antara rakyat pribumi dengan tionghoa yg balut dengan phobia ahok kafir ras,iklanahokjahat ahok cipta bara api rakyat pribumi tionghoa yang balut phobia ahok kafir ras,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
686,686,jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina2 ahok kafir dan 9 naga...,heran pemerintahan jokowi budaknya kulinya cina2 ahok kafir 9 naga...,jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina ahok kafir dan  naga...,jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina cina ahok kafir dan 9 naga...,jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina2 ahok kafir dan 9 naga...,jangan heran perintah jokowi sekarang ini budak kuli cina2 ahok kafir dan 9 naga,heran perintah jokowi budak kuli cina ahok kafir naga,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
687,687,Ya itu namanya cawgub goblok gak ngerti peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,Ya namanya cawgub goblok gak ngerti peraturan debat....kelihatan bego liciknya sandiaga uno.,ya itu namanya cawgub goblok gak nge i peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,Ya itu namanya calon wakil gubernur goblok tidak mengerti peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,Ya itu namanya cawgub goblok gak ngerti peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,ya itu nama cawgub goblok gak ngerti atur debat lihat bego dan licik itu sandiaga uno,ya nama calon wakil gubernur goblok tidak nge i atur debat lihat bego licik sandiaga uno,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
688,688,BODOH jika para pendukung ahok yg Muslim tidak tersinggung sama sekali ! Tapi bisa aja sih Qur'an d hina saja mrka diam #IklanAhokJahat,BODOH pendukung ahok yg Muslim tersinggung ! Tapi aja sih Qur'an d hina mrka diam #IklanAhokJahat,bodoh jika para pendukung ahok yg muslim tidak tersinggung sama sekali ! tapi bisa aja sih qur'an d hina saja mrka diam #iklanahokjahat,BODOH jika para pendukung ahok yang Muslim tidak tersinggung sama sekali ! Tapi bisa saja sih Qur'an di hina saja mereka diam #IklanAhokJahat,BODOH jika para pendukung ahok yg Muslim tidak tersinggung sama sekali ! Tapi bisa aja sih Qur'an d hina saja mrka diam #IklanAhokJahat,bodoh jika para dukung ahok yg muslim tidak singgung sama sekali tapi bisa aja sih qur an d hina saja mrka diam iklanahokjahat,bodoh dukung ahok yang muslim singgung saja sih qur an di hina mereka diam iklanahokjahat,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
689,689,Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...,Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya Ringsek dah pasangan ASU...,gubraaaaak!!!! malu liatnya... untung semalem debat ga kaya mata najwa.. coba kalo formatnya sama pasti ringsek dah pasangan asu...,Gubraaaaak!!!! Malu liatnya... Untung semalam debat tidak kayak MATA NAJWA.. Coba kalau formatnya sama pasti Ringsek sudah pasangan ASU...,Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...,gubraaaaak malu liat untung semalem debat ga kaya mata najwa coba kalo format sama pasti ringsek dah pasang asu,gubraaaaak malu liat untung malam debat tidak kayak mata najwa coba kalau format ringsek sudah pasang asu,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
690,690,YG JELAS OTAK AHOK-DJAROT SUDAH SANGAT TUMPUL SANGAT LOYO DAN STRESS..... SUDAH JEBOL HARUS DICOPOT DAN DIGANTI.....,YG JELAS OTAK AHOK-DJAROT SUDAH SANGAT TUMPUL SANGAT LOYO DAN STRESS..... SUDAH JEBOL HARUS DICOPOT DAN DIGANTI.....,yg jelas otak ahok-djarot sudah sangat tumpul sangat loyo dan stress..... sudah jebol harus dicopot dan diganti.....,YG JELAS OTAK AHOK-DJAROT SUDAH SANGAT TUMPUL SANGAT LOYO DAN STRESS..... SUDAH JEBOL HARUS DICOPOT DAN DIGANTI.....,YG JELAS OTAK AHOK-DJAROT SUDAH SANGAT TUMPUL SANGAT LOYO DAN STRESS..... SUDAH JEBOL HARUS DICOPOT DAN DIGANTI.....,yg jelas otak ahok-djarot sudah sangat tumpul sangat loyo dan stress sudah jebol harus copot dan ganti,yang otak ahok-djarot tumpul loyo stress jebol copot ganti,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
691,691,"AHOK KAFIR BUKAN HANYA MALING TAPI JUGA GARONG, LAHAN LAUT MILIK NELAYAN DIRAMPOK & DIRAMPAS UNTUK REKLAMASI YG MENGUNTUNGKAN CINA2 KAFIR..","AHOK KAFIR BUKAN HANYA MALING TAPI JUGA GARONG, LAHAN LAUT MILIK NELAYAN DIRAMPOK & DIRAMPAS UNTUK REKLAMASI YG MENGUNTUNGKAN CINA2 KAFIR..","ahok kafir bukan hanya maling tapi juga garong, lahan laut milik nelayan dirampok & dirampas untuk reklamasi yg menguntungkan cina kafir..","AHOK KAFIR BUKAN HANYA MALING TAPI JUGA GARONG, LAHAN LAUT MILIK NELAYAN DIRAMPOK & DIRAMPAS UNTUK REKLAMASI YG MENGUNTUNGKAN CINA2 KAFIR..","AHOK KAFIR BUKAN HANYA MALING TAPI JUGA GARONG, LAHAN LAUT MILIK NELAYAN DIRAMPOK & DIRAMPAS UNTUK REKLAMASI YG MENGUNTUNGKAN CINA2 KAFIR..",ahok kafir bukan hanya maling tapi juga garong lahan laut milik nelayan rampok rampas untuk reklamasi yg untung cina2 kafir,ahok kafir maling garong lahan laut milik nelayan rampok rampas reklamasi yang untung cina kafir,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
692,692,Sumpah bego bgt sih kesel gue. Kenapa ada org yg vote makhluk kayak Sandiaga Uno coba. Oh agama,Sumpah bego bgt sih kesel gue. Kenapa org yg vote makhluk kayak Sandiaga Uno coba. Oh agama,sumpah bego bgt sih kesel gue. kenapa ada org yg vote makhluk kayak sandiaga uno coba. oh agama,Sumpah bego banget sih kesal gue. Kenapa ada orang yang memilih makhluk kayak Sandiaga Uno coba. Oh agama,Sumpah bego bgt sih kesel gue. Kenapa ada org yg vote makhluk kayak Sandiaga Uno coba. Oh agama,sumpah bego bgt sih kesel gue kenapa ada org yg vote makhluk kayak sandiaga uno coba oh agama,sumpah bego banget sih kesal gue orang yang pilih makhluk kayak sandiaga uno coba oh agama,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
693,693,"responden2 yangg goblok2 belum faham & juga wartawan beritasatu juga goblok, nanti klo anies-sandy sudah memimpin sangat mudah","responden2 yangg goblok2 faham & wartawan beritasatu goblok, klo anies-sandy memimpin mudah","responden yangg goblok belum faham & juga wa awan beritasatu juga goblok, nanti klo anies-sandy sudah memimpin sangat mudah","responden responden yang goblok goblok belum paham & juga wartawan berita satu juga goblok, nanti kalau anies-sandy sudah memimpin sangat mudah","responden2 yangg goblok2 belum faham & juga wartawan beritasatu juga goblok, nanti klo anies-sandy sudah memimpin sangat mudah",responden2 yangg goblok2 belum faham juga wartawan beritasatu juga goblok nanti klo anies-sandy sudah pimpin sangat mudah,responden yang goblok paham wa awan berita satu goblok kalau anies-sandy pimpin mudah,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
694,694,"FPI RENOVASI MASJID ITU SANGAT TEPAT, AHOK KAFIR KRISTEN NGAPAIN NGURUSI MASJID2 APA HUBUNGANNYA.....","FPI RENOVASI MASJID ITU SANGAT TEPAT, AHOK KAFIR KRISTEN NGAPAIN NGURUSI MASJID2 APA HUBUNGANNYA.....","fpi renovasi masjid itu sangat tepat, ahok kafir kristen ngapain ngurusi masjid apa hubungannya.....","FPI RENOVASI MASJID ITU SANGAT TEPAT, AHOK KAFIR KRISTEN NGAPAIN NGURUSI MASJID2 APA HUBUNGANNYA.....","FPI RENOVASI MASJID ITU SANGAT TEPAT, AHOK KAFIR KRISTEN NGAPAIN NGURUSI MASJID2 APA HUBUNGANNYA.....",fpi renovasi masjid itu sangat tepat ahok kafir kristen ngapain ngurusi masjid2 apa hubung,front bela islam renovasi masjid tepat ahok kafir kristen apa urus masjid hubung,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
695,695,MENGAPA ahoker KRISTEN & MUNAFIK tidak berhenti mengolok2 GEREJA stiap hari? Apakah mereka memang dibriefing ahok untuk menghina si BUMI DATAR?,MENGAPA ahoker KRISTEN & MUNAFIK berhenti mengolok2 GEREJA stiap hari? Apakah dibriefing ahok menghina si BUMI DATAR?,mengapa ahoker kristen & munafik tidak berhenti mengolok gereja stiap hari? apakah mereka memang dibriefing ahok untuk menghina si bumi datar?,MENGAPA ahoker KRISTEN & MUNAFIK tidak berhenti memaki GEREJA setiap hari? Apakah mereka memang dipengarahan ahok untuk menghina sih BUMI DATAR?,MENGAPA ahoker KRISTEN & MUNAFIK tidak berhenti mengolok2 GEREJA stiap hari? Apakah mereka memang dibriefing ahok untuk menghina si BUMI DATAR?,mengapa ahoker kristen munafik tidak henti mengolok2 gereja stiap hari apakah mereka memang dibriefing ahok untuk hina si bumi datar,ahoker kristen munafik henti olok gereja tiap hari arah ahok hina sih bumi datar,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
696,696,uma surveynya si Botak yg menangkan Ahok. Karena apa? Karena dia Cina Kristen. Bukti kalo si Botak dukung sesama Cina Kristen,uma surveynya si Botak yg menangkan Ahok. Karena apa? Karena Cina Kristen. Bukti kalo si Botak dukung Cina Kristen,uma surveynya si botak yg menangkan ahok. karena apa? karena dia cina kristen. bukti kalo si botak dukung sesama cina kristen,uma survei sih Botak yang menangkan Ahok. Karena apa? Karena dia Cina Kristen. Bukti kalau sih Botak dukung sesama Cina Kristen,uma surveynya si Botak yg menangkan Ahok. Karena apa? Karena dia Cina Kristen. Bukti kalo si Botak dukung sesama Cina Kristen,uma surveynya si botak yg menang ahok karena apa karena dia cina kristen bukti kalo si botak dukung sama cina kristen,uma survei sih botak yang menang ahok apa cina kristen bukti kalau sih botak dukung cina kristen,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
697,697,"AHOK PEMECAH BELAH UMMAT, AJARAN KRISTEN KONYOL, demi meraup suara muslim, JELAS AHOK INI RASIS, PKI TULEN","AHOK PEMECAH BELAH UMMAT, AJARAN KRISTEN KONYOL, meraup suara muslim, JELAS AHOK INI RASIS, PKI TULEN","ahok pemecah belah ummat, ajaran kristen konyol, demi meraup suara muslim, jelas ahok ini rasis, pki tulen","AHOK PEMECAH BELAH UMMAT, AJARAN KRISTEN KONYOL, demi meraup suara muslim, JELAS AHOK INI RASIS, PKI TULEN","AHOK PEMECAH BELAH UMMAT, AJARAN KRISTEN KONYOL, demi meraup suara muslim, JELAS AHOK INI RASIS, PKI TULEN",ahok pecah belah ummat ajar kristen konyol demi raup suara muslim jelas ahok ini ras pki tulen,ahok pecah belah ummat ajar kristen konyol raup suara muslim ahok ras partai komunis indonesia tulen,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
698,698,Woy @aagym lu udah nonton yang ini? Fitnah? Pale lu peyang gym. https://t.co/U3QhuJpwg,Woy @aagym lu udah nonton ini? Fitnah? Pale lu peyang gym. https://t.co/U3QhuJpwg,woy aagym lu udah nonton yang ini? fitnah? pale lu peyang gym. ,Woy @aagym kamu sudah menonton yang ini? Fitnah? Pale kamu peang gym. https://t.co/U3QhuJpwg,Woy @aagym lu udah nonton yang ini? Fitnah? Pale lu peyang gym. https://t.co/U3QhuJpwg,woy aagym lu udah nonton yang ini fitnah pale lu yang gym https t co u3qhujpwg,oi abdullah gymnastiar kamu sudah tonton ini fitnah pale kamu peang gym,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
699,699,"Ahok :memilih pemimpin Berdasarkan agama melanggar konstitusi. Sebaiknya BABI INI DI BUNGKUS aja, CONGORNYAPECAH BELAH UMAT BERAGAMA.","Ahok :memilih pemimpin Berdasarkan agama melanggar konstitusi. Sebaiknya BABI INI DI BUNGKUS aja, CONGORNYAPECAH BELAH UMAT BERAGAMA.","ahok memilih pemimpin berdasarkan agama melanggar konstitusi. sebaiknya babi ini di bungkus aja, congornyapecah belah umat beragama.","Ahok :memilih pemimpin Berdasarkan agama melanggar konstitusi. Sebaiknya BABI INI DI BUNGKUS aja, CONGORNYAPECAH BELAH UMAT BERAGAMA.","Ahok :memilih pemimpin Berdasarkan agama melanggar konstitusi. Sebaiknya BABI INI DI BUNGKUS aja, CONGORNYAPECAH BELAH UMAT BERAGAMA.",ahok pilih pimpin dasar agama langgar konstitusi baik babi ini di bungkus aja congornyapecah belah umat agama,ahok pilih pimpin dasar agama langgar konstitusi babi bungkus aja congor pecah belah umat agama,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
700,700,"Saya pribumi, Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia2 bodoh dan goblok seperti Steven Hadisurya Sulistyo.","Saya pribumi, Kristen mendukung Ahok. Tapi anti manusia2 bodoh goblok Steven Hadisurya Sulistyo.","saya pribumi, kristen dan mendukung ahok. tapi saya paling anti dengan manusia bodoh dan goblok sepe i steven hadisurya sulistyo.","Saya pribumi, Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia manusia bodoh dan goblok seperti Steven Hadisurya Sulistyo.","Saya pribumi, Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia2 bodoh dan goblok seperti Steven Hadisurya Sulistyo.",saya pribumi kristen dan dukung ahok tapi saya paling anti dengan manusia2 bodoh dan goblok seperti steven hadisurya sulistyo,pribumi kristen dukung ahok anti manusia bodoh goblok sepe i steven hadisurya sulistyo,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
701,701,"Maksudnya terbukti KORUPSI dan PENISTAAN agama nya ya om, Bangsat lo, TAIK LO, maaf gw pake Bahasa Babi Ahok.","Maksudnya terbukti KORUPSI PENISTAAN agama nya ya om, Bangsat lo, TAIK LO, maaf gw pake Bahasa Babi Ahok.","maksudnya terbukti korupsi dan penistaan agama nya ya om, bangsat lo, taik lo, maaf gw pake bahasa babi ahok.","Maksudnya terbukti KORUPSI dan PENISTAAN agama nya ya om, Bangsat lo, TAIK LO, maaf gue pakai Bahasa Babi Ahok.","Maksudnya terbukti KORUPSI dan PENISTAAN agama nya ya om, Bangsat lo, TAIK LO, maaf gw pake Bahasa Babi Ahok.",maksud bukti korupsi dan nista agama nya ya om bangsat lo taik lo maaf gw pake bahasa babi ahok,maksud bukti korupsi nista agama nya ya om bangsat lo tai lo maaf gue pakai bahasa babi ahok,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
702,702,"Ehh TAIK, Bangsat lo, Omongan elo kayak IwAn bopeng, yg MO potong leher TNI, Bangsat lo IwAn bopeng, baek2in TNI. TAIK LO,","Ehh TAIK, Bangsat lo, Omongan elo kayak IwAn bopeng, yg MO potong leher TNI, Bangsat lo IwAn bopeng, baek2in TNI. TAIK LO,","ehh taik, bangsat lo, omongan elo kayak iwan bopeng, yg mo potong leher tni, bangsat lo iwan bopeng, baekin tni. taik lo,","Ehh TAIK, Bangsat lo, Omongan kamu kayak IwAn bopeng, yang MO potong leher TNI, Bangsat kamu IwAn bopeng, baik baiki TNI. TAIK LO,","Ehh TAIK, Bangsat lo, Omongan elo kayak IwAn bopeng, yg MO potong leher TNI, Bangsat lo IwAn bopeng, baek2in TNI. TAIK LO,",ehh taik bangsat lo omong elo kayak iwan bopeng yg mo potong leher tni bangsat lo iwan bopeng baek2in tni taik lo,eh taik bangsat lo omong kamu kayak iwan bopeng yang mau potong leher tni bangsat kamu iwan bopeng baekin tni tai lo,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
703,703,"Ehh anak anjing Ahok, Kelan itu blon siuman, mending emut2 bool basuki lagi aja sana, kasih tau sama Babi yg lain, bool basuki wangi gitu","Ehh anak anjing Ahok, Kelan blon siuman, mending emut2 bool basuki aja sana, kasih tau Babi yg lain, bool basuki wangi gitu","ehh anak anjing ahok, kelan itu blon siuman, mending emut bool basuki lagi aja sana, kasih tau sama babi yg lain, bool basuki wangi gitu","Ehh anak anjing Ahok, Kelan itu belum siuman, mending emut emut bool basuki lagi saja sana, kasih tau sama Babi yang lain, bool basuki wangi begitu","Ehh anak anjing Ahok, Kelan itu blon siuman, mending emut2 bool basuki lagi aja sana, kasih tau sama Babi yg lain, bool basuki wangi gitu",ehh anak anjing ahok kelan itu blon siuman mending emut2 bool basuki lagi aja sana kasih tau sama babi yg lain bool basuki wangi gitu,eh anak anjing ahok klan belum siuman mending emut bool basuki saja sana kasih tau babi yang lain bool basuki wangi begitu,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian
704,704,CWE CAKEP TP BEGO.PANTES GK LAKU.SI AHOK CINA BAU TAI.MAKAN BUBUR ENCER.AHOK FAHAM KOMUNIS.MENISTA ISLAM & KRISTEN,CWE CAKEP TP BEGO.PANTES GK LAKU.SI AHOK CINA BAU TAI.MAKAN BUBUR ENCER.AHOK FAHAM KOMUNIS.MENISTA ISLAM & KRISTEN,cwe cakep tp bego.pantes gk laku.si ahok cina bau tai.makan bubur encer.ahok faham komunis.menista islam & kristen,CWE CAKEP TP BEGO.PANTES GK LAKU.SI AHOK CINA BAU TAI.MAKAN BUBUR ENCER.AHOK FAHAM KOMUNIS.MENISTA ISLAM & KRISTEN,CWE CAKEP TP BEGO.PANTES GK LAKU.SI AHOK CINA BAU TAI.MAKAN BUBUR ENCER.AHOK FAHAM KOMUNIS.MENISTA ISLAM & KRISTEN,cwe cakep tp bego pantes gk laku si ahok cina bau tai makan bubur encer ahok faham komunis nista islam kristen,cewek cakap tetapi bego pantes tidak laku si ahok cina bau tai makan bubur encer ahok paham komunis nista islam kristen,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
705,705,"Dan ajeng pasti paham si Babi Ahok klo bicara santun, BANGSAT, TAIK, ANJING, SETAN LO, dngn intonasi yg familiar tuntuna","Dan ajeng paham si Babi Ahok klo bicara santun, BANGSAT, TAIK, ANJING, SETAN LO, dngn intonasi yg familiar tuntuna","dan ajeng pasti paham si babi ahok klo bicara santun, bangsat, taik, anjing, setan lo, dngn intonasi yg familiar tuntuna","Dan ajeng pasti paham sih Babi Ahok kalau bicara santun, BANGSAT, TAIK, ANJING, SETAN LO, dengan intonasi yang familiar tuntunan","Dan ajeng pasti paham si Babi Ahok klo bicara santun, BANGSAT, TAIK, ANJING, SETAN LO, dngn intonasi yg familiar tuntuna",dan ajeng pasti paham si babi ahok klo bicara santun bangsat taik anjing setan lo dngn intonasi yg familiar tuntuna,ajeng paham sih babi ahok kalau bicara santun bangsat taik anjing setan lo dengan intonasi yang familiar tuntun,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
706,706,"Itu dia, BUNUH AJA YG DIDEPAN MATA, DIA MAFIA KORUPTOR NYA, PENISTA AGAMA PULA, PANGGILAN POPULAR NYA BABI AHOK","Itu dia, BUNUH AJA YG DIDEPAN MATA, DIA MAFIA KORUPTOR NYA, PENISTA AGAMA PULA, PANGGILAN POPULAR NYA BABI AHOK","itu dia, bunuh aja yg didepan mata, dia mafia koruptor nya, penista agama pula, panggilan popular nya babi ahok","Itu dia, BUNUH AJA YG DIDEPAN MATA, DIA MAFIA KORUPTOR NYA, PENISTA AGAMA PULA, PANGGILAN POPULAR NYA BABI AHOK","Itu dia, BUNUH AJA YG DIDEPAN MATA, DIA MAFIA KORUPTOR NYA, PENISTA AGAMA PULA, PANGGILAN POPULAR NYA BABI AHOK",itu dia bunuh aja yg depan mata dia mafia koruptor nya nista agama pula panggil popular nya babi ahok,dia bunuh saja yang di depan mata mafia koruptor nya nista agama pula panggil popular nya babi ahok,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
